Flat profile: (luke: total time 52.6558)

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.86     0.00   121204     0.00     0.00  std::_Vector_base<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> >::_M_get_Tp_allocator() const
  0.00      0.86     0.00   121204     0.00     0.00  std::vector<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> >::max_size() const
  0.00      0.86     0.00   121204     0.00     0.00  std::allocator_traits<std::allocator<luke::ObjectHandler::Contact> >::max_size(std::allocator<luke::ObjectHandler::Contact> const&)
  0.00      0.86     0.00   121204     0.00     0.00  luke::ObjectHandler::Contact* std::uninitialized_copy<luke::ObjectHandler::Contact const*, luke::ObjectHandler::Contact*>(luke::ObjectHandler::Contact const*, luke::ObjectHandler::Contact const*, luke::ObjectHandler::Contact*)
  0.00      0.86     0.00   121204     0.00     0.00  luke::ObjectHandler::Contact* std::__uninitialized_move_if_noexcept_a<luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*, std::allocator<luke::ObjectHandler::Contact> >(luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*, std::allocator<luke::ObjectHandler::Contact>&)
  0.00      0.86     0.00   114863     0.00     0.00  luke::Gripper::is_at(luke::Gripper)
  0.00      0.86     0.00   114403     0.00     0.00  luke::myNum::additive_operator(luke::myNum const&, int)
  0.00      0.86     0.00   114403     0.00     0.00  luke::myNum::operator+=(luke::myNum const&)
  0.00      0.86     0.00   114403     0.00     0.00  luke::myNum::get_nc() const
  0.00      0.86     0.00   114403     0.00     0.00  luke::myNum::get_nr() const
  0.00      0.86     0.00   110272     0.00     0.00  luke::SlidingWindow<float>::add(float)
  0.00      0.86     0.00    97822     0.00     0.00  void std::_Destroy_aux<true>::__destroy<float*>(float*, float*)
  0.00      0.86     0.00    97822     0.00     0.00  void std::_Destroy<float*>(float*, float*)
  0.00      0.86     0.00    97822     0.00     0.00  void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&)
  0.00      0.86     0.00    97664     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::base() const
  0.00      0.86     0.00    97408     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long)
  0.00      0.86     0.00    95920     0.00     0.00  float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      0.86     0.00    94765     0.00     0.00  luke::myNum::rotate3_by(luke::myNum, int)
  0.00      0.86     0.00    94765     0.00     0.00  luke::myNum::transpose()
  0.00      0.86     0.00    94765     0.00     0.00  luke::operator*(luke::myNum, luke::myNum)
  0.00      0.86     0.00    90726     0.00     0.00  std::move_iterator<float*> std::__make_move_if_noexcept_iterator<float, std::move_iterator<float*> >(float*)
  0.00      0.86     0.00    90394     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&)
  0.00      0.86     0.00    90394     0.00     0.00  std::allocator<float>::allocator(std::allocator<float> const&)
  0.00      0.86     0.00    87200     0.00     0.00  std::vector<float, std::allocator<float> >::begin()
  0.00      0.86     0.00    87150     0.00     0.00  luke::Gripper::step_y(int)
  0.00      0.86     0.00    87150     0.00     0.00  luke::Gripper::set_y_m(double)
  0.00      0.86     0.00    83494     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.86     0.00    82704     0.00     0.00  void arma::arma_check<char [53]>(bool, char const (&) [53])
  0.00      0.86     0.00    82704     0.00     0.00  void arma::arma_check<char const*>(bool, char const* const&)
  0.00      0.86     0.00    82704     0.00     0.00  void arma::arma_check_bad_alloc<char [39]>(bool, char const (&) [39])
  0.00      0.86     0.00    82704     0.00     0.00  arma::Mat<double>::init_cold()
  0.00      0.86     0.00    82704     0.00     0.00  double* arma::memory::acquire<double>(unsigned long long)
  0.00      0.86     0.00    82704     0.00     0.00  void arma::arrayops::inplace_set<double>(double*, double, unsigned long long)
  0.00      0.86     0.00    82704     0.00     0.00  std::numeric_limits<unsigned long>::max()
  0.00      0.86     0.00    82704     0.00     0.00  __gnu_cxx::__promote_2<double, int, __gnu_cxx::__promote<double, std::__is_integer<double>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<double, int>(double, int)
  0.00      0.86     0.00    81777     0.00     0.00  __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long)
  0.00      0.86     0.00    81777     0.00     0.00  __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*)
  0.00      0.86     0.00    81777     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long)
